year,date,state,state_po,state_fips,state_cen,state_ic,county_name,county_fips,office,candidate,party_detailed,party_simplified,writein,candidatevotes,totalvotes,unofficial,stage,special,mode,version
2022,2022-11-08,ALABAMA,AL,1,63,41,CLAY,1027.0,US SENATE,WILL BOYD,DEMOCRAT,DEMOCRAT,False,505.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,CLEBURNE,1029.0,US SENATE,WILL BOYD,DEMOCRAT,DEMOCRAT,False,308.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,COFFEE,1031.0,US SENATE,WILL BOYD,DEMOCRAT,DEMOCRAT,False,2298.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,COLBERT,1033.0,US SENATE,WILL BOYD,DEMOCRAT,DEMOCRAT,False,4181.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,CONECUH,1035.0,US SENATE,WILL BOYD,DEMOCRAT,DEMOCRAT,False,1830.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,COOSA,1037.0,US SENATE,WILL BOYD,DEMOCRAT,DEMOCRAT,False,1042.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,COVINGTON,1039.0,US SENATE,WILL BOYD,DEMOCRAT,DEMOCRAT,False,1289.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,CRENSHAW,1041.0,US SENATE,WILL BOYD,DEMOCRAT,DEMOCRAT,False,895.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,CULLMAN,1043.0,US SENATE,WILL BOYD,DEMOCRAT,DEMOCRAT,False,1951.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,DALE,1045.0,US SENATE,WILL BOYD,DEMOCRAT,DEMOCRAT,False,2326.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,DALLAS,1047.0,US SENATE,WILL BOYD,DEMOCRAT,DEMOCRAT,False,7312.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,DEKALB,1049.0,US SENATE,WILL BOYD,DEMOCRAT,DEMOCRAT,False,1679.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,ELMORE,1051.0,US SENATE,WILL BOYD,DEMOCRAT,DEMOCRAT,False,4866.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,ESCAMBIA,1053.0,US SENATE,WILL BOYD,DEMOCRAT,DEMOCRAT,False,2247.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,ETOWAH,1055.0,US SENATE,WILL BOYD,DEMOCRAT,DEMOCRAT,False,4925.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,FAYETTE,1057.0,US SENATE,WILL BOYD,DEMOCRAT,DEMOCRAT,False,690.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,FRANKLIN,1059.0,US SENATE,WILL BOYD,DEMOCRAT,DEMOCRAT,False,770.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,GENEVA,1061.0,US SENATE,WILL BOYD,DEMOCRAT,DEMOCRAT,False,763.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,GREENE,1063.0,US SENATE,WILL BOYD,DEMOCRAT,DEMOCRAT,False,2337.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,HALE,1065.0,US SENATE,WILL BOYD,DEMOCRAT,DEMOCRAT,False,2790.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,HENRY,1067.0,US SENATE,WILL BOYD,DEMOCRAT,DEMOCRAT,False,1560.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,HOUSTON,1069.0,US SENATE,WILL BOYD,DEMOCRAT,DEMOCRAT,False,5854.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,JACKSON,1071.0,US SENATE,WILL BOYD,DEMOCRAT,DEMOCRAT,False,1518.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,JEFFERSON,1073.0,US SENATE,WILL BOYD,DEMOCRAT,DEMOCRAT,False,100792.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,LAMAR,1075.0,US SENATE,WILL BOYD,DEMOCRAT,DEMOCRAT,False,447.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,LAUDERDALE,1077.0,US SENATE,WILL BOYD,DEMOCRAT,DEMOCRAT,False,5453.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,LAWRENCE,1079.0,US SENATE,WILL BOYD,DEMOCRAT,DEMOCRAT,False,1916.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,LEE,1081.0,US SENATE,WILL BOYD,DEMOCRAT,DEMOCRAT,False,12458.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,LIMESTONE,1083.0,US SENATE,WILL BOYD,DEMOCRAT,DEMOCRAT,False,7037.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,LOWNDES,1085.0,US SENATE,WILL BOYD,DEMOCRAT,DEMOCRAT,False,2734.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,MACON,1087.0,US SENATE,WILL BOYD,DEMOCRAT,DEMOCRAT,False,4131.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,MADISON,1089.0,US SENATE,WILL BOYD,DEMOCRAT,DEMOCRAT,False,45976.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,MARENGO,1091.0,US SENATE,WILL BOYD,DEMOCRAT,DEMOCRAT,False,3375.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,MARION,1093.0,US SENATE,WILL BOYD,DEMOCRAT,DEMOCRAT,False,591.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,MARSHALL,1095.0,US SENATE,WILL BOYD,DEMOCRAT,DEMOCRAT,False,2461.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,MOBILE,1097.0,US SENATE,WILL BOYD,DEMOCRAT,DEMOCRAT,False,40266.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,MONROE,1099.0,US SENATE,WILL BOYD,DEMOCRAT,DEMOCRAT,False,2678.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,MONTGOMERY,1101.0,US SENATE,WILL BOYD,DEMOCRAT,DEMOCRAT,False,33685.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,MORGAN,1103.0,US SENATE,WILL BOYD,DEMOCRAT,DEMOCRAT,False,5879.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,PERRY,1105.0,US SENATE,WILL BOYD,DEMOCRAT,DEMOCRAT,False,2224.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,PICKENS,1107.0,US SENATE,WILL BOYD,DEMOCRAT,DEMOCRAT,False,2248.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,PIKE,1109.0,US SENATE,WILL BOYD,DEMOCRAT,DEMOCRAT,False,2661.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,RANDOLPH,1111.0,US SENATE,WILL BOYD,DEMOCRAT,DEMOCRAT,False,991.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,RUSSELL,1113.0,US SENATE,WILL BOYD,DEMOCRAT,DEMOCRAT,False,5398.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,SHELBY,1117.0,US SENATE,WILL BOYD,DEMOCRAT,DEMOCRAT,False,16276.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,ST. CLAIR,1115.0,US SENATE,WILL BOYD,DEMOCRAT,DEMOCRAT,False,3933.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,SUMTER,1119.0,US SENATE,WILL BOYD,DEMOCRAT,DEMOCRAT,False,2684.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,TALLADEGA,1121.0,US SENATE,WILL BOYD,DEMOCRAT,DEMOCRAT,False,6891.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,TALLAPOOSA,1123.0,US SENATE,WILL BOYD,DEMOCRAT,DEMOCRAT,False,2914.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,TUSCALOOSA,1125.0,US SENATE,WILL BOYD,DEMOCRAT,DEMOCRAT,False,18591.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,WALKER,1127.0,US SENATE,WILL BOYD,DEMOCRAT,DEMOCRAT,False,2083.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,WASHINGTON,1129.0,US SENATE,WILL BOYD,DEMOCRAT,DEMOCRAT,False,1267.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,WILCOX,1131.0,US SENATE,WILL BOYD,DEMOCRAT,DEMOCRAT,False,2446.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,WINSTON,1133.0,US SENATE,WILL BOYD,DEMOCRAT,DEMOCRAT,False,403.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,AUTAUGA,1001.0,US SENATE,KATIE BRITT,REPUBLICAN,REPUBLICAN,False,13359.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,BALDWIN,1003.0,US SENATE,KATIE BRITT,REPUBLICAN,REPUBLICAN,False,59501.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,BARBOUR,1005.0,US SENATE,KATIE BRITT,REPUBLICAN,REPUBLICAN,False,3861.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,BIBB,1007.0,US SENATE,KATIE BRITT,REPUBLICAN,REPUBLICAN,False,4694.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,BLOUNT,1009.0,US SENATE,KATIE BRITT,REPUBLICAN,REPUBLICAN,False,14904.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,BULLOCK,1011.0,US SENATE,KATIE BRITT,REPUBLICAN,REPUBLICAN,False,785.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,BUTLER,1013.0,US SENATE,KATIE BRITT,REPUBLICAN,REPUBLICAN,False,3789.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,CALHOUN,1015.0,US SENATE,KATIE BRITT,REPUBLICAN,REPUBLICAN,False,22008.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,CHAMBERS,1017.0,US SENATE,KATIE BRITT,REPUBLICAN,REPUBLICAN,False,5917.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,CHEROKEE,1019.0,US SENATE,KATIE BRITT,REPUBLICAN,REPUBLICAN,False,6947.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,CHILTON,1021.0,US SENATE,KATIE BRITT,REPUBLICAN,REPUBLICAN,False,10386.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,CHOCTAW,1023.0,US SENATE,KATIE BRITT,REPUBLICAN,REPUBLICAN,False,3198.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,CLARKE,1025.0,US SENATE,KATIE BRITT,REPUBLICAN,REPUBLICAN,False,5348.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,CLAY,1027.0,US SENATE,KATIE BRITT,REPUBLICAN,REPUBLICAN,False,3628.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,CLEBURNE,1029.0,US SENATE,KATIE BRITT,REPUBLICAN,REPUBLICAN,False,4212.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,COFFEE,1031.0,US SENATE,KATIE BRITT,REPUBLICAN,REPUBLICAN,False,11411.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,COLBERT,1033.0,US SENATE,KATIE BRITT,REPUBLICAN,REPUBLICAN,False,12748.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,CONECUH,1035.0,US SENATE,KATIE BRITT,REPUBLICAN,REPUBLICAN,False,2564.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,COOSA,1037.0,US SENATE,KATIE BRITT,REPUBLICAN,REPUBLICAN,False,2662.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,COVINGTON,1039.0,US SENATE,KATIE BRITT,REPUBLICAN,REPUBLICAN,False,9852.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,CRENSHAW,1041.0,US SENATE,KATIE BRITT,REPUBLICAN,REPUBLICAN,False,3607.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,CULLMAN,1043.0,US SENATE,KATIE BRITT,REPUBLICAN,REPUBLICAN,False,23228.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,DALE,1045.0,US SENATE,KATIE BRITT,REPUBLICAN,REPUBLICAN,False,9458.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,DALLAS,1047.0,US SENATE,KATIE BRITT,REPUBLICAN,REPUBLICAN,False,3888.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,DEKALB,1049.0,US SENATE,KATIE BRITT,REPUBLICAN,REPUBLICAN,False,15200.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,ELMORE,1051.0,US SENATE,KATIE BRITT,REPUBLICAN,REPUBLICAN,False,20167.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,ESCAMBIA,1053.0,US SENATE,KATIE BRITT,REPUBLICAN,REPUBLICAN,False,7284.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,ETOWAH,1055.0,US SENATE,KATIE BRITT,REPUBLICAN,REPUBLICAN,False,20599.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,FAYETTE,1057.0,US SENATE,KATIE BRITT,REPUBLICAN,REPUBLICAN,False,4697.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,FRANKLIN,1059.0,US SENATE,KATIE BRITT,REPUBLICAN,REPUBLICAN,False,6547.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,GENEVA,1061.0,US SENATE,KATIE BRITT,REPUBLICAN,REPUBLICAN,False,7113.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,GREENE,1063.0,US SENATE,KATIE BRITT,REPUBLICAN,REPUBLICAN,False,597.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,HALE,1065.0,US SENATE,KATIE BRITT,REPUBLICAN,REPUBLICAN,False,2298.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,HENRY,1067.0,US SENATE,KATIE BRITT,REPUBLICAN,REPUBLICAN,False,5085.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,HOUSTON,1069.0,US SENATE,KATIE BRITT,REPUBLICAN,REPUBLICAN,False,21246.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,JACKSON,1071.0,US SENATE,KATIE BRITT,REPUBLICAN,REPUBLICAN,False,11617.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,JEFFERSON,1073.0,US SENATE,KATIE BRITT,REPUBLICAN,REPUBLICAN,False,91802.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,LAMAR,1075.0,US SENATE,KATIE BRITT,REPUBLICAN,REPUBLICAN,False,3869.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,LAUDERDALE,1077.0,US SENATE,KATIE BRITT,REPUBLICAN,REPUBLICAN,False,19893.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,LAWRENCE,1079.0,US SENATE,KATIE BRITT,REPUBLICAN,REPUBLICAN,False,8573.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,LEE,1081.0,US SENATE,KATIE BRITT,REPUBLICAN,REPUBLICAN,False,26966.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,LIMESTONE,1083.0,US SENATE,KATIE BRITT,REPUBLICAN,REPUBLICAN,False,23422.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,LOWNDES,1085.0,US SENATE,KATIE BRITT,REPUBLICAN,REPUBLICAN,False,1277.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,MACON,1087.0,US SENATE,KATIE BRITT,REPUBLICAN,REPUBLICAN,False,1153.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,MADISON,1089.0,US SENATE,KATIE BRITT,REPUBLICAN,REPUBLICAN,False,70577.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,MARENGO,1091.0,US SENATE,KATIE BRITT,REPUBLICAN,REPUBLICAN,False,3807.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,MARION,1093.0,US SENATE,KATIE BRITT,REPUBLICAN,REPUBLICAN,False,7636.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,MARSHALL,1095.0,US SENATE,KATIE BRITT,REPUBLICAN,REPUBLICAN,False,21211.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,MOBILE,1097.0,US SENATE,KATIE BRITT,REPUBLICAN,REPUBLICAN,False,64378.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,MONROE,1099.0,US SENATE,KATIE BRITT,REPUBLICAN,REPUBLICAN,False,4270.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,MONTGOMERY,1101.0,US SENATE,KATIE BRITT,REPUBLICAN,REPUBLICAN,False,22741.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,MORGAN,1103.0,US SENATE,KATIE BRITT,REPUBLICAN,REPUBLICAN,False,25310.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,PERRY,1105.0,US SENATE,KATIE BRITT,REPUBLICAN,REPUBLICAN,False,898.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,PICKENS,1107.0,US SENATE,KATIE BRITT,REPUBLICAN,REPUBLICAN,False,4225.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,PIKE,1109.0,US SENATE,KATIE BRITT,REPUBLICAN,REPUBLICAN,False,5359.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,RANDOLPH,1111.0,US SENATE,KATIE BRITT,REPUBLICAN,REPUBLICAN,False,5471.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,RUSSELL,1113.0,US SENATE,KATIE BRITT,REPUBLICAN,REPUBLICAN,False,5967.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,SHELBY,1117.0,US SENATE,KATIE BRITT,REPUBLICAN,REPUBLICAN,False,50762.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,ST. CLAIR,1115.0,US SENATE,KATIE BRITT,REPUBLICAN,REPUBLICAN,False,23049.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,SUMTER,1119.0,US SENATE,KATIE BRITT,REPUBLICAN,REPUBLICAN,False,1163.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,TALLADEGA,1121.0,US SENATE,KATIE BRITT,REPUBLICAN,REPUBLICAN,False,14269.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,TALLAPOOSA,1123.0,US SENATE,KATIE BRITT,REPUBLICAN,REPUBLICAN,False,10421.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,TUSCALOOSA,1125.0,US SENATE,KATIE BRITT,REPUBLICAN,REPUBLICAN,False,31879.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,WALKER,1127.0,US SENATE,KATIE BRITT,REPUBLICAN,REPUBLICAN,False,15206.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,WASHINGTON,1129.0,US SENATE,KATIE BRITT,REPUBLICAN,REPUBLICAN,False,4557.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,WILCOX,1131.0,US SENATE,KATIE BRITT,REPUBLICAN,REPUBLICAN,False,1329.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,WINSTON,1133.0,US SENATE,KATIE BRITT,REPUBLICAN,REPUBLICAN,False,6309.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,AUTAUGA,1001.0,US SENATE,JOHN SOPHOCLEUS,LIBERTARIAN,LIBERTARIAN,False,532.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,BALDWIN,1003.0,US SENATE,JOHN SOPHOCLEUS,LIBERTARIAN,LIBERTARIAN,False,2092.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,BARBOUR,1005.0,US SENATE,JOHN SOPHOCLEUS,LIBERTARIAN,LIBERTARIAN,False,60.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,BIBB,1007.0,US SENATE,JOHN SOPHOCLEUS,LIBERTARIAN,LIBERTARIAN,False,188.0,1414238,False,GEN,False,TOTAL,20230920
2022,2022-11-08,ALABAMA,AL,1,63,41,BLOUNT,1009.0,US SENATE,JOHN SOPHOCLEUS,LIBERTARIAN,LIBERTARIAN,False,519.0,1414238,False,GEN,False,TOTAL,20230920
